date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2009-01-01,-4,-10,0.0,8.7,2,32,11:07 AM,10:50 PM,08:20 AM,05:40 PM,-14,-14,-7,-14,29,17,59,0.0,1023,-4,10,306,20,new_york_city
2009-01-02,-1,-8,0.4,3.5,1,39,11:28 AM,11:54 PM,08:20 AM,05:41 PM,-7,-8,-3,-8,21,59,74,0.5,1014,-1,9,226,12,new_york_city
2009-01-03,2,-4,0.0,8.7,2,46,11:50 AM,No moonset,08:20 AM,05:42 PM,-5,-8,-2,-8,33,7,76,0.0,1016,2,10,292,21,new_york_city
2009-01-04,4,-5,0.0,8.7,2,53,12:14 PM,12:59 AM,08:20 AM,05:43 PM,-7,-6,-1,-6,20,11,65,0.0,1019,4,10,280,13,new_york_city
2009-01-05,6,0,0.0,8.7,2,59,12:42 PM,02:08 AM,08:20 AM,05:43 PM,0,-1,3,-1,19,37,85,0.2,1015,6,10,287,11,new_york_city
2009-01-06,1,-2,1.9,7.0,1,66,01:16 PM,03:22 AM,08:20 AM,05:44 PM,-5,-4,-0,-4,13,45,70,2.2,1016,1,9,133,9,new_york_city
2009-01-07,4,1,0.0,3.5,1,73,01:59 PM,04:37 AM,08:20 AM,05:45 PM,3,-1,3,-1,26,90,97,47.9,995,4,6,143,16,new_york_city
2009-01-08,1,-2,1.7,3.5,1,80,02:54 PM,05:53 AM,08:20 AM,05:46 PM,-3,-6,-0,-6,41,52,83,2.1,999,1,9,258,26,new_york_city
2009-01-09,0,-4,0.0,5.2,1,86,04:01 PM,07:02 AM,08:20 AM,05:47 PM,-8,-8,-2,-8,28,29,65,0.0,1016,0,10,301,20,new_york_city
2009-01-10,-2,-4,6.5,3.5,1,93,05:19 PM,08:01 AM,08:19 AM,05:48 PM,-6,-7,-3,-7,15,68,79,9.7,1023,-2,7,161,10,new_york_city
2009-01-11,-0,-5,3.8,3.5,1,100,06:39 PM,08:48 AM,08:19 AM,05:49 PM,-3,-7,-2,-7,19,76,90,9.1,1013,-0,9,294,13,new_york_city
2009-01-12,-0,-6,0.0,8.7,2,93,07:59 PM,09:26 AM,08:19 AM,05:50 PM,-7,-8,-4,-8,16,20,77,0.0,1022,-0,10,297,11,new_york_city
2009-01-13,4,-4,0.0,8.7,1,86,09:15 PM,09:56 AM,08:18 AM,05:52 PM,-3,-4,-0,-4,16,39,83,0.0,1017,4,8,190,9,new_york_city
2009-01-14,-5,-9,0.1,8.7,2,80,10:26 PM,10:22 AM,08:18 AM,05:53 PM,-12,-12,-6,-12,24,21,66,0.1,1018,-5,9,279,17,new_york_city
2009-01-15,-6,-9,1.4,3.5,1,73,11:35 PM,10:46 AM,08:18 AM,05:54 PM,-12,-13,-7,-13,20,73,70,1.7,1023,-6,6,186,14,new_york_city
2009-01-16,-8,-11,0.0,7.0,1,66,No moonrise,11:10 AM,08:17 AM,05:55 PM,-16,-17,-10,-17,21,35,61,0.1,1033,-8,10,284,16,new_york_city
2009-01-17,-8,-14,0.0,7.0,1,59,12:41 AM,11:34 AM,08:17 AM,05:56 PM,-15,-16,-11,-16,11,35,69,0.0,1033,-8,10,236,9,new_york_city
2009-01-18,0,-7,2.9,5.3,1,53,01:47 AM,12:00 PM,08:16 AM,05:57 PM,-5,-5,-3,-5,9,78,85,3.4,1015,0,5,145,6,new_york_city
2009-01-19,1,-6,3.5,5.3,1,46,02:51 AM,12:30 PM,08:16 AM,05:58 PM,-4,-6,-3,-6,12,47,90,4.1,1005,1,7,279,7,new_york_city
2009-01-20,-3,-7,0.0,8.7,2,39,03:54 AM,01:06 PM,08:15 AM,05:59 PM,-8,-11,-5,-11,23,21,85,0.0,1006,-3,8,332,15,new_york_city
2009-01-21,-5,-10,0.0,9.9,2,32,04:54 AM,01:48 PM,08:15 AM,06:01 PM,-10,-14,-8,-14,24,14,83,0.0,1013,-5,10,296,15,new_york_city
2009-01-22,1,-8,0.0,9.9,2,25,05:49 AM,02:36 PM,08:14 AM,06:02 PM,-6,-9,-4,-9,25,14,83,0.0,1016,1,10,250,15,new_york_city
2009-01-23,6,-3,0.0,9.9,1,19,06:37 AM,03:31 PM,08:13 AM,06:03 PM,-1,-2,1,-2,21,19,87,0.0,1014,6,9,208,12,new_york_city
2009-01-24,-1,-7,0.0,9.9,1,12,07:19 AM,04:31 PM,08:13 AM,06:04 PM,-6,-8,-2,-8,34,45,74,0.0,1017,-1,10,307,22,new_york_city
2009-01-25,-3,-8,0.0,9.9,1,5,07:54 AM,05:34 PM,08:12 AM,06:05 PM,-13,-11,-6,-11,15,23,55,0.1,1027,-3,10,283,11,new_york_city
2009-01-26,-1,-9,0.0,10.0,1,2,08:23 AM,06:36 PM,08:11 AM,06:07 PM,-11,-9,-5,-9,13,34,65,0.0,1030,-1,10,294,9,new_york_city
2009-01-27,-1,-6,0.0,10.0,2,8,08:49 AM,07:40 PM,08:10 AM,06:08 PM,-8,-8,-4,-8,11,39,76,0.0,1031,-1,10,219,7,new_york_city
2009-01-28,4,-4,8.5,5.0,1,15,09:12 AM,08:43 PM,08:09 AM,06:09 PM,0,-4,1,-4,33,90,95,37.5,1013,4,4,146,19,new_york_city
2009-01-29,1,-5,0.1,10.0,2,22,09:34 AM,09:47 PM,08:08 AM,06:10 PM,-5,-8,-2,-8,25,11,79,0.1,1014,1,10,276,16,new_york_city
2009-01-30,1,-5,1.0,10.0,1,29,09:56 AM,10:51 PM,08:08 AM,06:11 PM,-4,-6,-2,-6,19,40,84,1.2,1014,1,8,249,12,new_york_city
2009-01-31,-3,-7,0.3,10.0,1,35,10:19 AM,11:58 PM,08:07 AM,06:13 PM,-10,-12,-5,-12,28,29,67,0.4,1016,-3,9,278,19,new_york_city
2009-02-01,5,-7,0.0,10.1,2,42,10:44 AM,No moonset,08:06 AM,06:14 PM,-3,-5,-0,-5,27,20,84,0.0,1014,5,10,225,14,new_york_city
2009-02-02,9,0,0.0,10.1,1,49,11:15 AM,01:08 AM,08:05 AM,06:15 PM,1,0,3,0,16,25,87,0.0,1014,9,7,241,9,new_york_city
2009-02-03,0,-3,11.1,5.1,1,56,11:53 AM,02:21 AM,08:04 AM,06:16 PM,-2,-6,-1,-6,27,95,90,13.1,1009,0,2,183,18,new_york_city
2009-02-04,-3,-9,0.9,10.1,2,63,12:40 PM,03:34 AM,08:03 AM,06:17 PM,-9,-11,-5,-11,23,34,75,1.1,1017,-3,9,336,16,new_york_city
2009-02-05,-7,-13,0.0,6.7,1,69,01:40 PM,04:44 AM,08:02 AM,06:19 PM,-12,-18,-10,-18,29,37,82,0.0,1027,-7,10,310,20,new_york_city
2009-02-06,-1,-11,0.0,10.2,2,76,02:50 PM,05:46 AM,08:01 AM,06:20 PM,-8,-10,-5,-10,14,22,81,0.0,1029,-1,10,239,10,new_york_city
2009-02-07,6,-5,0.0,10.2,2,83,04:08 PM,06:37 AM,08:00 AM,06:21 PM,-1,-3,1,-3,19,26,85,0.0,1024,6,10,209,11,new_york_city
2009-02-08,10,1,0.0,10.0,2,90,05:29 PM,07:19 AM,07:58 AM,06:22 PM,4,2,6,2,36,28,89,0.9,1017,10,10,279,20,new_york_city
2009-02-09,7,-0,0.0,10.7,2,96,06:46 PM,07:52 AM,07:57 AM,06:24 PM,-1,-0,3,-0,15,6,76,0.0,1028,7,10,274,10,new_york_city
2009-02-10,6,0,0.0,6.9,1,97,08:01 PM,08:20 AM,07:56 AM,06:25 PM,1,1,3,1,11,67,86,0.1,1023,6,7,171,6,new_york_city
2009-02-11,15,6,0.0,8.5,3,90,09:13 PM,08:46 AM,07:55 AM,06:26 PM,9,8,10,8,16,56,93,0.0,1012,15,8,207,9,new_york_city
2009-02-12,8,5,0.0,5.4,2,83,10:22 PM,09:10 AM,07:54 AM,06:27 PM,5,4,8,4,56,77,81,8.8,998,8,7,256,33,new_york_city
2009-02-13,4,-2,0.0,10.8,2,76,11:30 PM,09:35 AM,07:52 AM,06:28 PM,-4,-3,2,-3,38,19,66,0.0,1011,4,10,306,24,new_york_city
2009-02-14,5,-3,0.1,10.8,2,70,No moonrise,10:01 AM,07:51 AM,06:30 PM,-8,-4,0,-4,19,40,54,0.1,1014,5,9,293,13,new_york_city
2009-02-15,6,-2,0.0,10.8,2,63,12:36 AM,10:30 AM,07:50 AM,06:31 PM,-7,-3,1,-3,22,8,57,0.0,1017,6,10,323,15,new_york_city
2009-02-16,4,-3,0.0,10.8,2,56,01:42 AM,11:04 AM,07:49 AM,06:32 PM,-7,-5,-0,-5,20,30,62,0.0,1021,4,10,300,13,new_york_city
2009-02-17,5,-4,0.0,10.9,2,49,02:43 AM,11:44 AM,07:47 AM,06:33 PM,-8,-4,-0,-4,15,16,58,0.0,1024,5,10,297,10,new_york_city
2009-02-18,5,-2,0.0,7.0,1,43,03:41 AM,12:29 PM,07:46 AM,06:35 PM,-2,-2,2,-2,25,58,78,10.3,1012,5,9,177,15,new_york_city
2009-02-19,8,-4,0.0,10.1,2,36,04:32 AM,01:23 PM,07:45 AM,06:36 PM,1,-0,4,-0,28,64,82,3.8,998,8,6,256,18,new_york_city
2009-02-20,-0,-5,0.0,10.1,1,29,05:16 AM,02:20 PM,07:43 AM,06:37 PM,-12,-10,-3,-10,40,69,50,0.0,1009,-0,8,274,28,new_york_city
2009-02-21,5,-4,0.0,11.0,2,22,05:54 AM,03:23 PM,07:42 AM,06:38 PM,-9,-5,-0,-5,26,12,54,0.0,1022,5,10,245,17,new_york_city
2009-02-22,5,-2,1.8,7.0,1,16,06:25 AM,04:25 PM,07:40 AM,06:39 PM,-1,-3,1,-3,26,56,84,2.7,1015,5,8,228,16,new_york_city
2009-02-23,-0,-5,0.0,11.0,2,9,06:52 AM,05:30 PM,07:39 AM,06:40 PM,-11,-10,-3,-10,40,33,55,0.0,1019,-0,10,298,28,new_york_city
2009-02-24,2,-7,0.0,11.1,2,2,07:17 AM,06:33 PM,07:37 AM,06:42 PM,-11,-9,-3,-9,29,21,57,0.0,1026,2,10,311,21,new_york_city
2009-02-25,6,-6,0.0,11.1,2,5,07:39 AM,07:38 PM,07:36 AM,06:43 PM,-10,-3,-1,-3,12,17,52,0.0,1031,6,10,237,8,new_york_city
2009-02-26,9,-1,0.0,11.1,1,12,08:01 AM,08:43 PM,07:34 AM,06:44 PM,-1,-0,3,-0,16,27,79,0.3,1027,9,8,199,10,new_york_city
2009-02-27,13,2,0.0,7.1,3,18,08:24 AM,09:50 PM,07:33 AM,06:45 PM,7,6,9,6,40,67,88,4.8,1017,13,9,186,22,new_york_city
2009-02-28,4,-2,0.0,11.2,2,25,08:49 AM,11:00 PM,07:31 AM,06:46 PM,-3,-2,2,-2,28,33,71,3.8,1021,4,10,221,19,new_york_city
2009-03-01,0,-2,6.9,8.6,1,32,09:19 AM,No moonset,07:30 AM,06:47 PM,-4,-6,-1,-6,25,75,80,8.1,1019,0,7,33,17,new_york_city
2009-03-02,-5,-10,0.1,5.6,1,39,09:54 AM,12:11 AM,07:28 AM,06:49 PM,-7,-14,-6,-14,40,94,95,12.8,1013,-5,5,215,26,new_york_city
2009-03-03,-5,-13,0.0,8.6,1,45,10:37 AM,01:24 AM,07:27 AM,06:50 PM,-11,-17,-10,-17,31,42,91,0.0,1024,-5,10,318,20,new_york_city
2009-03-04,-1,-11,0.0,10.1,1,52,11:31 AM,02:33 AM,07:25 AM,06:51 PM,-7,-11,-6,-11,17,16,92,0.0,1029,-1,9,294,11,new_york_city
2009-03-05,4,-11,0.0,11.3,1,59,12:35 PM,03:36 AM,07:24 AM,06:52 PM,-4,-6,-3,-6,15,19,91,0.0,1030,4,9,227,8,new_york_city
2009-03-06,10,0,0.0,8.6,2,66,01:48 PM,04:29 AM,07:22 AM,06:53 PM,5,2,5,2,26,49,95,1.6,1019,10,10,207,14,new_york_city
2009-03-07,18,8,0.0,11.3,3,73,03:05 PM,05:13 AM,07:21 AM,06:54 PM,10,11,12,11,21,37,88,0.0,1017,18,9,233,11,new_york_city
2009-03-08,13,9,0.0,5.7,3,79,04:21 PM,05:49 AM,07:19 AM,06:55 PM,10,10,12,10,22,65,87,5.0,1012,13,9,206,12,new_york_city
2009-03-09,7,4,0.0,5.7,2,86,05:37 PM,06:19 AM,07:17 AM,06:56 PM,5,4,6,4,17,96,92,10.8,1013,7,7,48,11,new_york_city
2009-03-10,6,2,0.0,7.2,1,93,06:49 PM,06:46 AM,07:16 AM,06:58 PM,2,1,4,1,15,67,88,1.7,1027,6,8,110,11,new_york_city
2009-03-11,12,4,0.0,7.2,2,100,07:59 PM,07:10 AM,07:14 AM,06:59 PM,7,5,8,5,28,81,92,3.0,1018,12,7,220,17,new_york_city
2009-03-12,5,-2,0.0,11.6,2,94,09:09 PM,07:35 AM,07:12 AM,07:00 PM,-6,-2,2,-2,24,14,60,0.0,1030,5,10,286,16,new_york_city
2009-03-13,5,-2,0.0,11.6,2,87,10:17 PM,08:01 AM,07:11 AM,07:01 PM,-8,-3,1,-3,13,17,54,0.0,1032,5,10,91,9,new_york_city
2009-03-14,8,-1,0.0,10.2,2,80,11:24 PM,08:29 AM,07:09 AM,07:02 PM,-1,2,3,2,11,40,74,0.0,1026,8,10,226,7,new_york_city
2009-03-15,10,2,0.0,11.6,3,73,No moonrise,09:01 AM,07:07 AM,07:03 PM,3,5,6,5,8,38,83,0.0,1022,10,10,220,5,new_york_city
2009-03-16,8,4,0.0,7.4,2,67,12:29 AM,09:39 AM,07:06 AM,07:04 PM,3,3,6,3,14,47,83,0.0,1026,8,10,106,10,new_york_city
2009-03-17,12,3,0.0,11.6,3,60,01:30 AM,10:23 AM,07:04 AM,07:05 PM,3,4,6,4,13,16,81,0.0,1025,12,10,108,10,new_york_city
2009-03-18,14,3,0.0,11.6,3,53,02:23 AM,11:14 AM,07:02 AM,07:06 PM,5,6,8,6,27,13,83,0.0,1022,14,9,208,17,new_york_city
2009-03-19,8,4,0.0,8.8,2,46,03:11 AM,12:10 PM,07:01 AM,07:07 PM,6,6,7,6,12,62,92,5.6,1018,8,7,191,7,new_york_city
2009-03-20,6,1,0.6,10.3,1,39,03:51 AM,01:10 PM,06:59 AM,07:08 PM,-1,0,3,0,18,44,71,0.8,1026,6,8,93,12,new_york_city
2009-03-21,8,-0,0.0,11.6,2,33,04:24 AM,02:12 PM,06:57 AM,07:10 PM,-6,0,3,0,15,11,55,0.0,1032,8,10,92,11,new_york_city
2009-03-22,11,0,0.0,8.9,2,26,04:53 AM,03:16 PM,06:56 AM,07:11 PM,-2,1,5,1,24,33,64,0.0,1027,11,10,283,15,new_york_city
2009-03-23,5,-3,0.0,11.6,2,19,05:19 AM,04:19 PM,06:54 AM,07:12 PM,-12,-5,0,-5,26,1,42,0.0,1028,5,10,336,19,new_york_city
2009-03-24,8,-4,0.0,11.6,2,12,05:42 AM,05:24 PM,06:52 AM,07:13 PM,-9,-3,1,-3,26,9,45,0.0,1030,8,10,215,17,new_york_city
2009-03-25,10,1,0.0,11.6,3,6,06:05 AM,06:29 PM,06:51 AM,07:14 PM,-1,3,5,3,13,8,64,0.0,1028,10,10,118,9,new_york_city
2009-03-26,8,2,0.0,6.3,2,1,06:27 AM,07:37 PM,06:49 AM,07:15 PM,3,2,5,2,15,74,91,8.8,1018,8,7,183,10,new_york_city
2009-03-27,18,4,0.0,11.6,4,8,06:52 AM,08:47 PM,06:47 AM,07:16 PM,7,9,10,9,12,36,85,3.0,1015,18,9,255,7,new_york_city
2009-03-28,12,7,0.0,7.7,2,15,07:21 AM,09:59 PM,06:46 AM,07:17 PM,7,7,9,7,15,70,87,2.3,1014,12,9,106,11,new_york_city
2009-03-29,13,7,0.0,6.4,3,22,07:55 AM,11:13 PM,06:44 AM,07:18 PM,9,8,10,8,22,90,97,10.8,1000,13,7,124,14,new_york_city
2009-03-30,10,3,0.0,11.6,3,28,08:36 AM,No moonset,06:42 AM,07:19 PM,3,3,7,3,35,37,77,0.8,1006,10,10,293,23,new_york_city
2009-03-31,16,2,0.0,11.6,4,35,09:28 AM,12:25 AM,06:41 AM,07:20 PM,4,6,8,6,15,1,75,0.0,1021,16,10,244,11,new_york_city
2009-04-01,9,4,0.0,6.4,2,42,10:29 AM,01:30 AM,06:39 AM,07:21 PM,5,3,6,3,22,75,89,4.8,1021,9,8,121,14,new_york_city
2009-04-02,16,8,0.0,10.3,3,49,11:39 AM,02:26 AM,06:37 AM,07:22 PM,9,11,11,11,13,54,89,5.0,1016,16,6,72,9,new_york_city
2009-04-03,15,9,0.0,7.7,3,55,12:53 PM,03:12 AM,06:36 AM,07:23 PM,11,9,11,9,35,73,95,21.5,996,15,7,146,19,new_york_city
2009-04-04,9,6,0.0,6.5,2,62,02:07 PM,03:49 AM,06:34 AM,07:24 PM,4,3,7,3,44,89,79,2.2,1000,9,7,272,27,new_york_city
2009-04-05,17,5,0.0,11.6,4,69,03:21 PM,04:20 AM,06:33 AM,07:25 PM,5,8,10,8,22,29,74,0.0,1009,17,10,261,14,new_york_city
2009-04-06,10,7,0.0,6.5,2,76,04:32 PM,04:47 AM,06:31 AM,07:27 PM,7,7,9,7,18,71,93,37.3,996,10,7,127,11,new_york_city
2009-04-07,7,2,0.0,6.5,2,82,05:42 PM,05:12 AM,06:29 AM,07:28 PM,1,1,5,1,29,62,76,0.6,996,7,10,270,20,new_york_city
2009-04-08,8,0,0.0,9.1,2,89,06:50 PM,05:36 AM,06:28 AM,07:29 PM,-0,1,4,1,20,51,74,0.8,1005,8,9,243,13,new_york_city
2009-04-09,14,4,0.0,11.6,4,96,07:58 PM,06:01 AM,06:26 AM,07:30 PM,3,8,9,8,16,11,68,0.0,1011,14,10,230,10,new_york_city
2009-04-10,12,5,0.0,7.8,2,97,09:06 PM,06:28 AM,06:25 AM,07:31 PM,6,8,9,8,14,44,83,0.4,1015,12,10,150,8,new_york_city
2009-04-11,8,5,0.0,7.8,2,90,10:12 PM,06:59 AM,06:23 AM,07:32 PM,6,4,7,4,27,77,91,19.8,1011,8,7,141,17,new_york_city
2009-04-12,7,0,0.0,11.6,2,84,11:15 PM,07:35 AM,06:21 AM,07:33 PM,-4,-1,3,-1,32,5,60,0.0,1020,7,10,318,21,new_york_city
2009-04-13,13,0,0.0,11.6,3,77,No moonrise,08:16 AM,06:20 AM,07:34 PM,-2,3,6,3,16,22,59,0.0,1020,13,10,277,12,new_york_city
2009-04-14,7,6,0.0,6.6,2,70,12:13 AM,09:05 AM,06:18 AM,07:35 PM,4,4,7,4,20,84,83,10.9,1016,7,8,111,12,new_york_city
2009-04-15,11,5,0.0,11.6,2,63,01:03 AM,09:59 AM,06:17 AM,07:36 PM,4,5,8,5,25,42,79,7.1,1016,11,9,65,15,new_york_city
2009-04-16,17,4,0.0,11.6,4,57,01:46 AM,10:58 AM,06:15 AM,07:37 PM,3,7,9,7,15,11,68,0.0,1025,17,10,124,10,new_york_city
2009-04-17,19,5,0.0,11.6,4,50,02:22 AM,11:59 AM,06:14 AM,07:38 PM,5,11,12,11,13,15,68,0.0,1024,19,10,263,8,new_york_city
2009-04-18,23,9,0.0,11.6,5,43,02:53 AM,01:01 PM,06:12 AM,07:39 PM,7,15,16,15,16,22,60,0.0,1015,23,10,279,9,new_york_city
2009-04-19,14,7,0.0,11.6,3,36,03:19 AM,02:04 PM,06:11 AM,07:40 PM,6,10,11,10,17,35,71,0.0,1018,14,10,79,12,new_york_city
2009-04-20,9,7,0.0,6.7,2,29,03:43 AM,03:07 PM,06:09 AM,07:41 PM,6,4,7,4,34,83,88,22.6,1017,9,8,86,22,new_york_city
2009-04-21,17,10,0.0,9.1,3,23,04:06 AM,04:11 PM,06:08 AM,07:42 PM,11,12,12,12,14,86,95,16.4,1007,17,4,111,9,new_york_city
2009-04-22,14,7,0.0,7.9,3,16,04:28 AM,05:18 PM,06:07 AM,07:43 PM,8,8,10,8,14,68,90,5.4,1006,14,5,212,9,new_york_city
2009-04-23,12,4,0.0,10.4,2,9,04:53 AM,06:27 PM,06:05 AM,07:44 PM,4,5,8,5,28,28,76,0.6,1014,12,10,288,18,new_york_city
2009-04-24,19,6,0.0,11.6,5,2,05:20 AM,07:40 PM,06:04 AM,07:45 PM,7,12,13,12,17,14,71,0.1,1025,19,10,224,10,new_york_city
2009-04-25,25,11,0.0,11.6,6,4,05:52 AM,08:55 PM,06:02 AM,07:46 PM,14,18,19,18,18,11,78,0.0,1023,25,9,215,10,new_york_city
2009-04-26,32,17,0.0,11.6,7,11,06:31 AM,10:10 PM,06:01 AM,07:47 PM,16,24,24,23,14,5,68,0.0,1023,32,10,210,8,new_york_city
2009-04-27,27,16,0.0,13.5,6,18,07:21 AM,11:20 PM,06:00 AM,07:48 PM,16,22,22,21,14,10,71,0.0,1025,27,10,159,9,new_york_city
2009-04-28,27,19,0.0,13.9,6,25,08:21 AM,No moonset,05:58 AM,07:50 PM,15,23,23,22,30,5,63,0.0,1022,27,10,242,17,new_york_city
2009-04-29,16,9,0.0,12.2,3,31,09:30 AM,12:20 AM,05:57 AM,07:51 PM,5,11,13,11,20,45,63,3.2,1030,16,10,91,14,new_york_city
2009-04-30,15,8,0.0,12.2,3,38,10:44 AM,01:10 AM,05:56 AM,07:52 PM,7,11,11,11,13,47,75,0.7,1028,15,8,141,9,new_york_city
2009-05-01,19,12,0.0,8.7,4,45,11:59 AM,01:50 AM,05:55 AM,07:53 PM,15,15,16,15,24,87,94,12.8,1014,19,8,215,14,new_york_city
2009-05-02,20,13,0.0,13.4,4,52,01:12 PM,02:23 AM,05:53 AM,07:54 PM,12,16,16,16,12,44,80,1.2,1012,20,9,268,8,new_york_city
2009-05-03,13,11,0.0,8.8,3,59,02:22 PM,02:51 AM,05:52 AM,07:55 PM,11,12,12,12,6,70,91,15.5,1016,13,9,120,4,new_york_city
2009-05-04,12,10,0.0,9.9,3,65,03:31 PM,03:16 AM,05:51 AM,07:56 PM,11,10,11,10,13,78,97,10.9,1017,12,8,57,8,new_york_city
2009-05-05,12,10,0.0,8.8,3,72,04:38 PM,03:40 AM,05:50 AM,07:57 PM,10,9,11,9,16,94,96,3.1,1019,12,5,52,10,new_york_city
2009-05-06,18,10,0.0,12.2,4,79,05:46 PM,04:04 AM,05:49 AM,07:58 PM,11,13,13,13,11,72,88,2.7,1017,18,7,117,8,new_york_city
2009-05-07,22,13,0.0,12.2,4,86,06:52 PM,04:30 AM,05:47 AM,07:59 PM,16,17,18,17,19,62,92,20.7,1009,22,7,209,12,new_york_city
2009-05-08,22,12,0.0,14.5,4,92,07:59 PM,04:59 AM,05:46 AM,08:00 PM,15,18,18,18,13,29,84,1.3,1010,22,9,201,8,new_york_city
2009-05-09,24,15,0.0,11.3,5,99,09:03 PM,05:33 AM,05:45 AM,08:01 PM,17,19,19,19,16,51,89,4.3,1005,24,9,189,9,new_york_city
2009-05-10,18,11,0.0,14.5,5,94,10:02 PM,06:12 AM,05:44 AM,08:02 PM,8,13,14,13,32,15,66,1.2,1012,18,10,307,20,new_york_city
2009-05-11,18,8,0.0,14.5,4,87,10:55 PM,06:58 AM,05:43 AM,08:03 PM,7,12,12,12,15,33,69,0.2,1018,18,10,259,10,new_york_city
2009-05-12,19,9,0.0,14.5,5,80,11:41 PM,07:51 AM,05:42 AM,08:04 PM,7,13,14,13,12,26,66,0.2,1021,19,10,265,8,new_york_city
2009-05-13,19,9,0.0,14.5,5,74,No moonrise,08:48 AM,05:41 AM,08:05 PM,9,13,14,13,15,13,74,0.0,1029,19,10,146,10,new_york_city
2009-05-14,19,10,0.0,11.3,4,67,12:20 AM,09:48 AM,05:40 AM,08:06 PM,13,14,15,14,33,68,86,11.1,1024,19,7,176,20,new_york_city
2009-05-15,25,15,0.0,14.5,5,60,12:52 AM,10:49 AM,05:39 AM,08:06 PM,16,19,20,19,10,46,86,7.8,1023,25,7,124,7,new_york_city
2009-05-16,22,12,0.0,10.2,4,53,01:20 AM,11:51 AM,05:38 AM,08:07 PM,16,17,18,17,18,81,90,2.8,1018,22,8,149,12,new_york_city
2009-05-17,17,9,0.0,12.4,3,47,01:44 AM,12:53 PM,05:37 AM,08:08 PM,8,13,14,13,22,70,71,19.7,1016,17,9,309,14,new_york_city
2009-05-18,14,8,0.0,13.4,3,40,02:07 AM,01:55 PM,05:36 AM,08:09 PM,3,9,10,9,13,36,61,0.0,1024,14,10,136,8,new_york_city
2009-05-19,21,8,0.0,14.5,5,33,02:29 AM,02:59 PM,05:35 AM,08:10 PM,7,14,15,14,13,1,64,0.0,1029,21,10,146,9,new_york_city
2009-05-20,26,10,0.0,14.5,6,26,02:52 AM,04:06 PM,05:35 AM,08:11 PM,11,17,18,17,19,8,69,0.0,1028,26,10,227,11,new_york_city
2009-05-21,26,13,0.0,14.5,6,20,03:18 AM,05:16 PM,05:34 AM,08:12 PM,12,19,20,19,20,1,62,0.0,1025,26,10,224,13,new_york_city
2009-05-22,26,15,0.0,13.5,5,13,03:47 AM,06:30 PM,05:33 AM,08:13 PM,16,21,21,20,19,22,77,0.3,1020,26,10,224,12,new_york_city
2009-05-23,24,14,0.0,14.5,4,6,04:23 AM,07:46 PM,05:32 AM,08:14 PM,16,19,19,19,14,27,86,1.0,1020,24,9,109,10,new_york_city
2009-05-24,25,15,0.0,14.5,5,1,05:09 AM,09:00 PM,05:32 AM,08:15 PM,19,22,22,21,12,37,89,15.6,1016,25,7,200,7,new_york_city
2009-05-25,27,16,0.0,14.5,5,8,06:05 AM,10:07 PM,05:31 AM,08:15 PM,16,21,21,21,10,24,76,8.9,1016,27,10,127,6,new_york_city
2009-05-26,15,10,0.0,14.5,3,14,07:13 AM,11:03 PM,05:30 AM,08:16 PM,7,11,13,11,23,29,69,2.6,1023,15,9,82,15,new_york_city
2009-05-27,21,11,0.0,12.4,4,21,08:28 AM,11:48 PM,05:30 AM,08:17 PM,13,15,15,15,13,79,89,1.1,1016,21,6,90,9,new_york_city
2009-05-28,17,13,0.0,9.3,4,28,09:46 AM,No moonset,05:29 AM,08:18 PM,14,14,15,14,14,98,94,1.3,1011,17,3,83,9,new_york_city
2009-05-29,24,13,0.0,12.4,4,35,11:02 AM,12:24 AM,05:29 AM,08:19 PM,16,17,18,17,11,78,92,14.5,1007,24,7,142,7,new_york_city
2009-05-30,25,14,0.0,14.5,6,41,12:14 PM,12:54 AM,05:28 AM,08:20 PM,14,19,20,19,14,12,72,1.5,1007,25,9,278,9,new_york_city
2009-05-31,25,11,0.0,14.5,6,48,01:24 PM,01:20 AM,05:28 AM,08:20 PM,10,17,18,17,19,14,61,0.2,1009,25,10,256,11,new_york_city
2009-06-01,21,8,0.0,14.5,5,55,02:31 PM,01:44 AM,05:27 AM,08:21 PM,7,14,15,14,17,12,60,0.0,1019,21,10,238,11,new_york_city
2009-06-02,26,15,0.0,13.5,5,62,03:38 PM,02:08 AM,05:27 AM,08:22 PM,16,22,22,21,14,36,76,1.7,1015,26,10,246,9,new_york_city
2009-06-03,24,13,0.0,12.4,4,69,04:44 PM,02:33 AM,05:26 AM,08:22 PM,13,18,18,18,9,51,78,6.1,1016,24,10,145,6,new_york_city
2009-06-04,22,13,0.0,13.5,4,75,05:49 PM,03:01 AM,05:26 AM,08:23 PM,13,16,16,16,9,54,84,12.6,1015,22,7,146,6,new_york_city
2009-06-05,14,13,0.0,9.4,3,82,06:53 PM,03:33 AM,05:26 AM,08:24 PM,13,13,14,13,18,83,96,21.4,1013,14,7,69,12,new_york_city
2009-06-06,25,13,0.0,12.4,5,89,07:54 PM,04:10 AM,05:26 AM,08:24 PM,16,18,19,18,11,52,87,2.3,1013,25,8,178,7,new_york_city
